0.0115507, -3.99685, -3.799726
0.0221376, -3.993701, -3.799451
0.0329807, -3.993701, -3.799451
0.0461002, -3.990551, -3.799177
0.0585604, -3.990551, -3.799177
0.07204, -3.987401, -3.798902
0.0842953, -3.980251, -3.794628
0.0946012, -3.980251, -3.794628
0.1074775, -3.969102, -3.786354
0.1176387, -3.969102, -3.786354
0.136234, -3.953952, -3.774079
0.1479062, -3.934802, -3.757805
0.1607801, -3.934802, -3.757805
0.1742948, -3.911653, -3.73753
0.1925025, -3.884503, -3.713256
0.2047212, -3.853353, -3.684982
0.2174804, -3.853353, -3.684982
0.2298042, -3.818204, -3.652708
0.2425752, -3.779054, -3.616433
0.2555144, -3.779054, -3.616433
0.2696289, -3.735904, -3.576159
0.2873886, -3.688755, -3.531884
0.3011021, -3.637605, -3.48361
0.3133685, -3.637605, -3.48361
0.3262733, -3.582455, -3.431336
0.3393854, -3.582455, -3.431336
0.3529243, -3.523306, -3.375062
0.365028, -3.460156, -3.314787
0.3777154, -3.460156, -3.314787
0.3925989, -3.393006, -3.250513
0.4060141, -3.321857, -3.182239
0.4192427, -3.321857, -3.182239
0.4411993, -3.167557, -3.03369
0.453751, -3.167557, -3.03369
0.4660033, -3.084408, -2.953415
0.4786905, -3.084408, -2.953415
0.4939686, -2.997258, -2.869141
0.5073915, -2.906108, -2.780867
0.5205507, -2.906108, -2.780867
0.533316, -2.810959, -2.688592
0.5490623, -2.711809, -2.592318
0.5618569, -2.608659, -2.492044
0.5751553, -2.608659, -2.492044
0.5935059, -2.50151, -2.387769
0.6047056, -2.39036, -2.279495
0.6180172, -2.39036, -2.279495
0.6313187, -2.27521, -2.167221
0.6447685, -2.156061, -2.050946
0.6583026, -2.156061, -2.050946
0.6712989, -2.032911, -1.930672
0.6836528, -1.905761, -1.807233
0.6943521, -1.905761, -1.807233
0.7076741, -1.774612, -1.680629
0.7207154, -1.774612, -1.680629
0.7429638, -1.500313, -1.417925
0.755431, -1.500313, -1.417925
0.7686393, -1.357163, -1.281826
0.7808772, -1.357163, -1.281826
0.7954639, -1.210013, -1.149148
0.809135, -1.058864, -1.019893
0.8223957, -0.9037142, -0.8940597
0.8356425, -0.9037142, -0.8940597
0.8483592, -0.7445646, -0.7716485
0.8595576, -0.7445646, -0.7716485
0.8739323, -0.581415, -0.6526594
0.9086185, -0.2621652, -0.4266811
0.9237135, -0.1060651, -0.319692
0.9396718, -0.1060651, -0.319692
0.9558839, 0.04768521, -0.2167028
0.9719855, 0.1990857, -0.1177137
0.9882137, 0.3475061, -0.02148344
0.9991027, 0.3475061, -0.02148344
1.013862, 0.4929464, 0.07198787
1.029275, 0.6354067, 0.1627003
1.06421, 0.9113871, 0.3358482
1.078594, 0.9113871, 0.3358482
1.097961, 1.043887, 0.4170428
1.112034, 1.172387, 0.4942373
1.138431, 1.296888, 0.5674319
1.149985, 1.417388, 0.6366264
1.163198, 1.533888, 0.701821
1.17647, 1.533888, 0.701821
1.190834, 1.646388, 0.7630155
1.209188, 1.754888, 0.82021
1.221734, 1.859388, 0.8734046
1.235544, 1.859388, 0.8734046
1.24784, 1.959889, 0.9225991
1.261724, 2.056389, 0.9677936
1.275537, 2.056389, 0.9677936
1.294032, 2.148889, 1.009538
1.307805, 2.237389, 1.047832
1.321002, 2.237389, 1.047832
1.333775, 2.321889, 1.082676
1.361847, 2.47889, 1.142013
1.374578, 2.47889, 1.142013
1.393134, 2.55139, 1.169195
1.406725, 2.61989, 1.195615
1.420251, 2.61989, 1.195615
1.432617, 2.68439, 1.221275
1.446086, 2.74489, 1.246173
1.459565, 2.74489, 1.246173
1.469902, 2.801391, 1.270309
1.482665, 2.854226, 1.29093
1.493507, 2.854226, 1.29093
1.518832, 2.903396, 1.308035
1.531823, 2.9489, 1.321624
1.544349, 2.99074, 1.331697
1.556917, 2.99074, 1.331697
1.568287, 3.028915, 1.338255
1.581553, 3.065121, 1.344622
1.596602, 3.065121, 1.344622
1.607653, 3.09936, 1.3508
1.619956, 3.09936, 1.3508
1.630079, 3.131629, 1.356788
1.642634, 3.161931, 1.362586
1.67137, 3.190264, 1.368194
1.683547, 3.216355, 1.373382
1.695717, 3.216355, 1.373382
1.708617, 3.240204, 1.37815
1.721863, 3.26181, 1.382498
1.734899, 3.26181, 1.382498
1.747754, 3.281173, 1.386427
1.760548, 3.281173, 1.386427
1.7734, 3.298295, 1.389936
1.791278, 3.313897, 1.393169
1.804411, 3.327981, 1.396127
1.822788, 3.340547, 1.39881
1.834773, 3.340547, 1.39881
1.846836, 3.351595, 1.401217
1.859811, 3.351595, 1.401217
1.87328, 3.361124, 1.40335
1.890786, 3.370588, 1.404939
1.903767, 3.379988, 1.405987
1.916848, 3.379988, 1.405987
1.929618, 3.389324, 1.406492
1.942326, 3.398595, 1.406454
1.956247, 3.398595, 1.406454
1.974176, 3.407802, 1.405874
1.991975, 3.414718, 1.40414
2.004777, 3.419341, 1.401252
2.018939, 3.419341, 1.401252
2.031245, 3.421673, 1.397209
2.045177, 3.421713, 1.392012
2.055502, 3.421713, 1.392012
2.069522, 3.419461, 1.385661
2.081851, 3.416833, 1.380309
2.092273, 3.416833, 1.380309
2.105591, 3.413829, 1.375955
2.128929, 3.410449, 1.3726
2.142465, 3.406693, 1.370243
2.156063, 3.406693, 1.370243
2.168632, 3.402561, 1.368886
2.18149, 3.398329, 1.370833
2.192123, 3.398329, 1.370833
2.205486, 3.393997, 1.376085
2.21865, 3.393997, 1.376085
2.230886, 3.389565, 1.384642
2.245711, 3.385034, 1.396505
2.260182, 3.385034, 1.396505
2.281797, 3.37453, 1.425813
2.293197, 3.37453, 1.425813
2.306619, 3.367416, 1.438928
2.319647, 3.367416, 1.438928
2.332151, 3.359061, 1.451017
2.345201, 3.349464, 1.462079
2.358644, 3.349464, 1.462079
2.37203, 3.338627, 1.472116
2.385558, 3.32608, 1.483244
2.399095, 3.32608, 1.483244
2.412212, 3.311825, 1.495465
2.433719, 3.295861, 1.508777
2.44588, 3.278187, 1.523182
2.458361, 3.278187, 1.523182
2.471604, 3.258805, 1.538679
2.484148, 3.242676, 1.556302
2.494608, 3.242676, 1.556302
2.508266, 3.229798, 1.576051
2.521563, 3.220173, 1.597926
2.535278, 3.220173, 1.597926
2.547323, 3.2138, 1.621926
2.560618, 3.2138, 1.621926
2.570673, 3.210679, 1.648053
2.589385, 3.206629, 1.670823
2.602432, 3.201648, 1.690235
2.615119, 3.201648, 1.690235
